FOCS,"Focus Financial Partners, Inc.",Finance
FOE,Ferro Corp.,Process Industries
FOLD,"Amicus Therapeutics, Inc.",Health Technology
FOR,"Forestar Group, Inc.",Finance
FORM,"FormFactor, Inc.",Electronic Technology
FORR,"Forrester Research, Inc.",Commercial Services
FOSL,"Fossil Group, Inc.",Consumer Durables
FOUR,"Shift4 Payments, Inc.",Commercial Services
FOX,Fox Corp.,Consumer Services
FOXA,Fox Corp.,Consumer Services
FOXF,Fox Factory Holding Corp.,Consumer Durables
FPH,Five Point Holdings LLC,Finance
FPI,"Farmland Partners, Inc.",Finance
FR,"First Industrial Realty Trust, Inc.",Finance
FRC,"First Republic Bank (San Francisco, California)",Finance
FREE,"Whole Earth Brands, Inc.",Consumer Non-Durables
FREQ,"Frequency Therapeutics, Inc.",Health Technology
FRG,"Franchise Group, Inc.",Commercial Services
FRGI,"Fiesta Restaurant Group, Inc.",Consumer Services
FRHC,Freedom Holding Corp.,Finance
FRME,First Merchants Corp. (Indiana),Finance
FRO,Frontline Ltd.,Transportation
FROG,JFrog Ltd.,Technology Services
FRPH,"FRP Holdings, Inc.",Finance
FRPT,Freshpet Inc.,Consumer Non-Durables
FRT,Federal Realty Investment Trust,Finance
FRTA,"Forterra, Inc.",Non-Energy Minerals
FSK,FS KKR Capital Corp.,Finance
FSKR,FS KKR Capital Corp. II,Finance
FSLR,"First Solar, Inc.",Electronic Technology
FSLY,"Fastly, Inc.",Technology Services
FSM,"Fortuna Silver Mines, Inc.",Non-Energy Minerals
FSP,Franklin Street Properties Corp.,Finance
FSS,Federal Signal Corp.,Producer Manufacturing
FSV,FirstService Corp.,Finance
FTAC,FinTech Acquisition Corp. III,Finance
FTAI,Fortress Transportation & Infrastructure Investors LLC,Finance
FTCH,Farfetch Ltd.,Technology Services
FTDR,"frontdoor, Inc.",Consumer Durables
FTHM,"Fathom Holdings, Inc.",Technology Services
FTI,TechnipFMC Plc,Industrial Services
FTK,"Flotek Industries, Inc.",Industrial Services
FTNT,"Fortinet, Inc.",Electronic Technology
FTS,"Fortis, Inc.",Utilities
FTV,Fortive Corp.,Electronic Technology
FUL,H.B. Fuller Co.,Process Industries
FULC,"Fulcrum Therapeutics, Inc.",Health Technology
FULT,Fulton Financial Corp.,Finance
FUN,Cedar Fair LP,Consumer Services
FUSE,Fusion Acquisition Corp.,Finance
FUSN,"Fusion Pharmaceuticals, Inc.",Health Technology
FVAC,Fortress Value Acquisition Corp.,Finance
FVRR,Fiverr International Ltd.,Technology Services
FWONA,Liberty Media Corp.,Consumer Services
FWONK,Liberty Media Corp.,Consumer Services
FWRD,Forward Air Corp.,Transportation
G,Genpact Ltd.,Commercial Services
GABC,"German American Bancorp, Inc.",Finance
GAIN,Gladstone Investment Corp.,Finance
GAN,GAN Ltd.,Technology Services
GATX,GATX Corp.,Finance
GAU,"Galiano Gold, Inc.",Non-Energy Minerals
GB,Global Blue Group Holding AG,Finance
GBCI,"Glacier Bancorp, Inc.",Finance
GBDC,"Golub Capital BDC, Inc.",Finance
GBIO,Generation Bio Co.,Health Technology
GBL,"GAMCO Investors, Inc.",Finance
GBLI,Global Indemnity Group LLC,Finance
GBT,"Global Blood Therapeutics, Inc.",Health Technology
GBX,"Greenbrier Cos., Inc.",Producer Manufacturing
GCI,"Gannett Co., Inc.",Consumer Services
GCO,"Genesco, Inc.",Distribution Services
GCP,"GCP Applied Technologies, Inc.",Process Industries
GD,General Dynamics Corp.,Electronic Technology
GDDY,"GoDaddy, Inc.",Technology Services
GDEN,"Golden Entertainment, Inc.",Consumer Services
GDOT,Green Dot Corp.,Finance
GDRX,"GoodRx Holdings, Inc.",Technology Services
GDYN,"Grid Dynamics Holdings, Inc.",Finance
GE,General Electric Co.,Electronic Technology
GEF,"Greif, Inc.",Process Industries
GEF.B,"Greif, Inc.",Process Industries
GEL,Genesis Energy LP,Industrial Services
GEO,"The GEO Group, Inc.",Finance
GERN,Geron Corp.,Health Technology
GES,"Guess?, Inc.",Consumer Non-Durables
GFF,Griffon Corp.,Producer Manufacturing
GFL,"GFL Environmental, Inc.",Transportation
GFN,General Finance Corp.,Distribution Services
GGG,"Graco, Inc.",Producer Manufacturing
GH,"Guardant Health, Inc.",Health Services
GHC,Graham Holdings Co.,Consumer Services
GHIV,"Gores Holdings IV, Inc.",Finance
GHL,"Greenhill & Co., Inc.",Finance
GIB,"CGI, Inc.",Technology Services
GIII,G-III Apparel Group Ltd.,Consumer Non-Durables
GIK,"GigCapital3, Inc.",Finance
GIL,"Gildan Activewear, Inc.",Consumer Non-Durables
GILD,"Gilead Sciences, Inc.",Health Technology
GILT,Gilat Satellite Networks Ltd.,Electronic Technology
GIS,"General Mills, Inc.",Consumer Non-Durables
GKOS,Glaukos Corp.,Health Technology
GL,"Globe Life, Inc.",Finance
GLAD,Gladstone Capital Corp.,Finance
GLDD,Great Lakes Dredge & Dock Corp.,Industrial Services
GLIBA,"GCI Liberty, Inc.",Communications
GLNG,Golar LNG Ltd.,Transportation
GLOB,Globant SA,Technology Services
GLOG,GasLog Ltd.,Transportation
GLP,Global Partners LP,Distribution Services
GLPI,"Gaming & Leisure Properties, Inc.",Finance
GLRE,Greenlight Capital Re Ltd.,Finance
GLT,Glatfelter Corp.,Process Industries
GLUU,"Glu Mobile, Inc.",Technology Services
GLW,"Corning, Inc.",Electronic Technology
GM,General Motors Co.,Consumer Durables
GMDA,Gamida Cell Ltd.,Health Technology
GME,GameStop Corp.,Retail Trade
GMED,"Globus Medical, Inc.",Health Technology
GMHI,"Gores Metropoulos, Inc.",Finance
GMRE,"Global Medical REIT, Inc.",Finance
GMS,"GMS, Inc.",Distribution Services
GNE,Genie Energy Ltd.,Utilities
GNK,Genco Shipping & Trading Ltd.,Transportation
GNL,"Global Net Lease, Inc.",Finance
GNLN,"Greenlane Holdings, Inc.",Distribution Services
GNMK,"GenMark Diagnostics, Inc.",Health Technology
GNRC,"Generac Holdings, Inc.",Producer Manufacturing
GNSS,"Genasys, Inc.",Consumer Durables
GNTX,Gentex Corp.,Producer Manufacturing
GNTY,"Guaranty Bancshares, Inc. (Texas)",Finance
GNUS,"Genius Brands International, Inc.",Consumer Services
GNW,"Genworth Financial, Inc.",Finance
GO,Grocery Outlet Holding Corp.,Retail Trade
GOCO,"GoHealth, Inc.",Finance
GOGL,Golden Ocean Group Ltd.,Transportation
GOGO,"Gogo, Inc.",Communications
GOLD,Barrick Gold Corp.,Non-Energy Minerals
GOLF,Acushnet Holdings Corp.,Consumer Durables
GOOD,Gladstone Commercial Corp.,Finance
GOOG,"Alphabet, Inc.",Technology Services
GOOGL,"Alphabet, Inc.",Technology Services
GOOS,"Canada Goose Holdings, Inc.",Consumer Non-Durables
GORO,Gold Resource Corp.,Non-Energy Minerals
GOSS,"Gossamer Bio, Inc.",Health Technology
GPC,Genuine Parts Co.,Distribution Services
GPI,"Group 1 Automotive, Inc.",Retail Trade
GPK,Graphic Packaging Holding Co.,Process Industries
GPMT,"Granite Point Mortgage Trust, Inc.",Finance
GPN,"Global Payments, Inc.",Technology Services
GPRE,"Green Plains, Inc.",Process Industries
GPRK,GeoPark Ltd.,Energy Minerals
GPRO,"GoPro, Inc.",Consumer Durables
GPS,"Gap, Inc.",Retail Trade
GRA,W.R. Grace & Co.,Process Industries
GRAY,"Graybug Vision, Inc.",Health Technology
GRBK,"Green Brick Partners, Inc.",Consumer Durables
GRC,The Gorman-Rupp Co.,Producer Manufacturing
GRIF,"Griffin Industrial Realty, Inc.",Finance
GRMN,Garmin Ltd.,Electronic Technology
GRPN,"Groupon, Inc.",Commercial Services
GRTX,"Galera Therapeutics, Inc.",Health Technology
GRUB,"Grubhub, Inc.",Retail Trade
GRWG,GrowGeneration Corp.,Distribution Services
GS,"The Goldman Sachs Group, Inc.",Finance
GSBC,"Great Southern Bancorp, Inc. (Missouri)",Finance
GSBD,"Goldman Sachs BDC, Inc.",Finance
GSHD,"Goosehead Insurance, Inc.",Finance
GSKY,"GreenSky, Inc.",Finance
GSS,Golden Star Resources Ltd.,Non-Energy Minerals
GT,Goodyear Tire & Rubber Co.,Consumer Durables
GTES,Gates Industrial Corp. Plc,Producer Manufacturing
GTHX,"G1 Therapeutics, Inc.",Health Technology
GTLS,"Chart Industries, Inc.",Producer Manufacturing
GTN,"Gray Television, Inc.",Consumer Services
GTS,Triple-S Management Corp.,Health Services
GTT,"GTT Communications, Inc.",Communications
GTY,Getty Realty Corp.,Finance
GVA,"Granite Construction, Inc.",Industrial Services
GWB,"Great Western Bancorp, Inc. (South Dakota)",Finance
GWGH,"GWG Holdings, Inc.",Finance
GWRE,"Guidewire Software, Inc.",Technology Services
GWRS,"Global Water Resources, Inc.",Utilities
GWW,"W.W. Grainger, Inc.",Distribution Services
GXGX,GX Acquisition Corp.,Finance
H,Hyatt Hotels Corp.,Consumer Services
HA,"Hawaiian Holdings, Inc.",Transportation
HAE,Haemonetics Corp.,Health Technology
HAFC,Hanmi Financial Corp.,Finance
HAIN,"The Hain Celestial Group, Inc.",Consumer Non-Durables
HAL,Halliburton Co.,Industrial Services
HALO,"Halozyme Therapeutics, Inc.",Health Technology
HARP,"Harpoon Therapeutics, Inc.",Health Technology
HAS,"Hasbro, Inc.",Consumer Durables
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",Finance
HAYN,"Haynes International, Inc.",Non-Energy Minerals
HBAN,"Huntington Bancshares, Inc.",Finance
HBCP,"Home Bancorp, Inc.",Finance
HBI,"Hanesbrands, Inc.",Consumer Non-Durables
HBM,"HudBay Minerals, Inc.",Non-Energy Minerals
HBNC,"Horizon Bancorp, Inc. (Indiana)",Finance
HBT,"HBT Financial, Inc.",Finance
HCA,"HCA Healthcare, Inc.",Health Services
HCAC,Hennessy Capital Acquisition Corp. IV,Finance
HCAT,"Health Catalyst, Inc.",Technology Services
HCC,"Warrior Met Coal, Inc.",Energy Minerals
HCCI,"Heritage-Crystal Clean, Inc.",Industrial Services
HCCO,Healthcare Merger Corp.,Finance
HCI,"HCI Group, Inc.",Finance
HCKT,"The Hackett Group, Inc.",Commercial Services
HCSG,"Healthcare Services Group, Inc.",Commercial Services
HD,"The Home Depot, Inc.",Retail Trade
HDS,"HD Supply Holdings, Inc.",Distribution Services
HE,"Hawaiian Electric Industries, Inc.",Utilities
HEAR,Turtle Beach Corp.,Consumer Durables
HEBT,"Hebron Technology Co., Ltd.",Producer Manufacturing
HEC,Hudson Executive Investment Corp.,Finance
HEES,"H&E Equipment Services, Inc.",Finance
HEI,HEICO Corp.,Electronic Technology
HEI.A,HEICO Corp.,Electronic Technology
HELE,Helen of Troy Ltd.,Consumer Durables
HEP,Holly Energy Partners LP,Industrial Services
HES,Hess Corp.,Energy Minerals
HESM,Hess Midstream LP,Energy Minerals
HFC,HollyFrontier Corp.,Energy Minerals
HFFG,"HF Foods Group, Inc.",Distribution Services
HFWA,Heritage Financial Corp. (Washington),Finance
HGEN,"Humanigen, Inc.",Health Technology
HGV,"Hilton Grand Vacations, Inc.",Finance
HHC,The Howard Hughes Corp.,Finance
HI,"Hillenbrand, Inc.",Producer Manufacturing
HIBB,"Hibbett Sports, Inc.",Retail Trade
HIFS,Hingham Institution for Savings,Finance
HIG,"The Hartford Financial Services Group, Inc.",Finance
HII,"Huntington Ingalls Industries, Inc.",Electronic Technology
HIW,"Highwoods Properties, Inc.",Finance
HL,Hecla Mining Co.,Non-Energy Minerals
HLF,Herbalife Nutrition Ltd.,Distribution Services
HLI,"Houlihan Lokey, Inc.",Finance
HLIO,"Helios Technologies, Inc.",Producer Manufacturing
HLIT,"Harmonic, Inc.",Electronic Technology
HLNE,"Hamilton Lane, Inc.",Finance
HLT,"Hilton Worldwide Holdings, Inc.",Consumer Services
HLX,"Helix Energy Solutions Group, Inc.",Industrial Services
HMHC,Houghton Mifflin Harcourt Co.,Consumer Services
HMLP,Höegh Lng Partners LP,Transportation
HMN,Horace Mann Educators Corp.,Finance
HMST,"HomeStreet, Inc.",Finance
HMSY,HMS Holdings Corp.,Commercial Services
HMTV,"Hemisphere Media Group, Inc.",Consumer Services
HNGR,"Hanger, Inc.",Health Services
HNI,HNI Corp.,Producer Manufacturing
HOFT,Hooker Furniture Corp.,Consumer Durables
HOG,"Harley-Davidson, Inc.",Consumer Durables
HOLI,HollySys Automation Technologies Ltd.,Electronic Technology
HOLX,"Hologic, Inc.",Health Technology
HOMB,"Home Bancshares, Inc. (Arkansas)",Finance
HOME,"At Home Group, Inc.",Retail Trade
HON,"Honeywell International, Inc.",Producer Manufacturing
HONE,"HarborOne Bancorp, Inc.",Finance
HOPE,"Hope Bancorp, Inc.",Finance
HOV,"Hovnanian Enterprises, Inc.",Consumer Durables
HP,"Helmerich & Payne, Inc.",Industrial Services
HPE,Hewlett-Packard Enterprise Co.,Electronic Technology
HPP,"Hudson Pacific Properties, Inc.",Finance
HPQ,"HP, Inc.",Electronic Technology
HPX,HPX Corp.,Finance
HQY,"HealthEquity, Inc.",Finance
HR,"Healthcare Realty Trust, Inc.",Finance
HRB,"H&R Block, Inc.",Consumer Services
HRC,"Hill-Rom Holdings, Inc.",Health Technology
HRI,"Herc Holdings, Inc.",Finance
HRL,Hormel Foods Corp.,Consumer Non-Durables
HRMY,"Harmony Biosciences Holdings, Inc.",Health Technology
HRTG,"Heritage Insurance Holdings, Inc.",Finance
HRTX,"Heron Therapeutics, Inc.",Health Technology
HSC,Harsco Corp.,Producer Manufacturing
HSIC,"Henry Schein, Inc.",Distribution Services
HSII,"Heidrick & Struggles International, Inc.",Commercial Services
HSKA,Heska Corp.,Health Technology
HST,"Host Hotels & Resorts, Inc.",Finance
HSTM,"HealthStream, Inc.",Technology Services
HSY,The Hershey Co.,Consumer Non-Durables
HT,Hersha Hospitality Trust,Finance
HTA,"Healthcare Trust of America, Inc.",Finance
HTBI,"HomeTrust Bancshares, Inc.",Finance
HTBK,Heritage Commerce Corp.,Finance
HTBX,"Heat Biologics, Inc.",Health Technology
HTGC,"Hercules Capital, Inc.",Finance
HTH,"Hilltop Holdings, Inc.",Finance
HTLD,"Heartland Express, Inc.",Transportation
HTLF,"Heartland Financial USA, Inc.",Finance
HUBB,"Hubbell, Inc.",Producer Manufacturing
HUBG,"Hub Group, Inc.",Transportation
HUBS,"HubSpot, Inc.",Technology Services
HUD,Hudson Ltd.,Retail Trade
HUM,"Humana, Inc.",Health Services
HUN,Huntsman Corp.,Process Industries
HURN,"Huron Consulting Group, Inc.",Commercial Services
HVT,"Haverty Furniture Cos., Inc.",Retail Trade
HWC,Hancock Whitney Corp.,Finance
HWKN,"Hawkins, Inc.",Distribution Services
HWM,"Howmet Aerospace, Inc.",Non-Energy Minerals
HXL,Hexcel Corp.,Electronic Technology
HY,"Hyster-Yale Materials Handling, Inc.",Producer Manufacturing
HYAC,Haymaker Acquisition Corp. II,Finance
HYLN,Hyliion Holdings Corp.,Producer Manufacturing
HYMC,Hycroft Mining Holding Corp.,Non-Energy Minerals
HZNP,Horizon Therapeutics Plc,Health Technology
HZO,"MarineMax, Inc.",Retail Trade
IAA,"IAA, Inc.",Retail Trade
IAC,IAC/InteractiveCorp.,Technology Services
IAG,IAMGOLD Corp.,Non-Energy Minerals
IART,Integra LifeSciences Holdings Corp.,Health Technology
IBCP,Independent Bank Corp. (Michigan),Finance
IBEX,IBEX Ltd.,Commercial Services
IBIO,"iBio, Inc.",Health Technology
IBKR,"Interactive Brokers Group, Inc.",Finance
IBM,International Business Machines Corp.,Technology Services
IBOC,International Bancshares Corp.,Finance
IBP,"Installed Building Products, Inc.",Distribution Services
IBTX,"Independent Bank Group, Inc.",Finance
ICAD,"iCAD, Inc.",Technology Services
ICE,"Intercontinental Exchange, Inc.",Finance
ICFI,"ICF International, Inc.",Commercial Services
ICHR,Ichor Holdings Ltd.,Electronic Technology
ICL,ICL Group Ltd.,Process Industries
ICLR,ICON plc,Health Technology
ICPT,"Intercept Pharmaceuticals, Inc.",Health Technology
ICUI,"ICU Medical, Inc.",Health Technology
IDA,"IDACORP, Inc.",Utilities
IDCC,"InterDigital, Inc.",Electronic Technology
IDEX,"Ideanomics, Inc.",Technology Services
IDT,IDT Corp.,Communications
IDXX,"IDEXX Laboratories, Inc.",Health Technology
IDYA,"IDEAYA Biosciences, Inc.",Health Technology
IEP,Icahn Enterprises LP,Producer Manufacturing
IESC,"IES Holdings, Inc.",Industrial Services
IEX,IDEX Corp.,Producer Manufacturing
IFF,"International Flavors & Fragrances, Inc.",Consumer Non-Durables
IFS,"Intercorp Financial Services, Inc.",Finance
IGMS,"IGM Biosciences, Inc.",Health Technology
IGT,International Game Technology Plc,Consumer Services
IHC,Independence Holding Co.,Finance
IHRT,"iHeartMedia, Inc.",Consumer Services
IIIN,"Insteel Industries, Inc.",Producer Manufacturing
IIIV,"i3 Verticals, Inc.",Technology Services
IIPR,"Innovative Industrial Properties, Inc.",Finance
IIVI,"II-VI, Inc.",Electronic Technology
ILMN,"Illumina, Inc.",Health Technology
ILPT,Industrial Logistics Properties Trust,Finance
IMAX,IMAX Corp.,Consumer Services
IMGN,"ImmunoGen, Inc.",Health Technology
IMKTA,"Ingles Markets, Inc.",Retail Trade
IMMU,"Immunomedics, Inc.",Health Technology
IMO,Imperial Oil Ltd.,Energy Minerals
IMRA,"Imara, Inc.",Health Technology
IMTX,Immatics NV,Health Technology
IMUX,"Immunic, Inc.",Health Technology
IMV,"IMV, Inc.",Health Technology
IMVT,"Immunovant, Inc.",Health Technology
IMXI,"International Money Express, Inc.",Finance
INBX,"Inhibrx, Inc.",Health Technology
INCY,Incyte Corp.,Health Technology
INDB,Independent Bank Corp. (Massachusetts),Finance
INFN,Infinera Corp.,Electronic Technology
INFO,IHS Markit Ltd.,Finance
INFU,"InfuSystem Holdings, Inc.",Health Technology
INGN,"Inogen, Inc.",Health Technology
INGR,"Ingredion, Inc.",Process Industries
INMD,InMode Ltd.,Health Technology
INN,"Summit Hotel Properties, Inc.",Finance
INO,"Inovio Pharmaceuticals, Inc.",Health Technology
INOV,"Inovalon Holdings, Inc.",Technology Services
INS,Intelligent Systems Corp.,Technology Services
INSG,Inseego Corp.,Electronic Technology
INSM,"Insmed, Inc.",Health Technology
INSP,"Inspire Medical Systems, Inc.",Health Technology
INSU,Insurance Acquisition Corp.,Finance
INSW,"International Seaways, Inc.",Transportation
INT,World Fuel Services Corp.,Distribution Services
INTC,Intel Corp.,Electronic Technology
INTU,"Intuit, Inc.",Technology Services
INVA,"Innoviva, Inc.",Health Technology
INVH,"Invitation Homes, Inc.",Finance
INZY,"Inozyme Pharma, Inc.",Health Technology
IONS,"Ionis Pharmaceuticals, Inc.",Health Technology
IOSP,"Innospec, Inc.",Process Industries
IOVA,"Iovance Biotherapeutics, Inc.",Health Technology
IP,International Paper Co.,Process Industries
IPAR,"Inter Parfums, Inc.",Consumer Non-Durables
IPG,"Interpublic Group of Cos., Inc.",Commercial Services
IPGP,IPG Photonics Corp.,Electronic Technology
IPHI,Inphi Corp.,Electronic Technology
IPOB,Social Capital Hedosophia Holdings Corp. II,Finance
IPOC,Social Capital Hedosophia Holdings Corp. III,Finance
IQV,"IQVIA Holdings, Inc.",Health Services
IR,"Ingersoll Rand, Inc.",Producer Manufacturing
IRBT,iRobot Corp.,Consumer Durables
IRDM,"Iridium Communications, Inc.",Communications
IRET,Investors Real Estate Trust,Finance
IRM,"Iron Mountain, Inc.",Finance
IRMD,IRadimed Corp.,Health Technology
IRT,"Independence Realty Trust, Inc.",Finance
IRTC,"iRhythm Technologies, Inc.",Health Technology
IRWD,"Ironwood Pharmaceuticals, Inc.",Health Technology
ISBC,"Investors Bancorp, Inc. (New Jersey)",Finance
ISEE,"IVERIC bio, Inc.",Health Technology
ISRG,"Intuitive Surgical, Inc.",Health Technology
IT,"Gartner, Inc.",Commercial Services
ITCI,"Intra-Cellular Therapies, Inc.",Health Technology
ITGR,Integer Holdings Corp.,Producer Manufacturing
ITIC,Investors Title Co.,Finance
ITOS,"iTeos Therapeutics, Inc.",Health Technology
ITRI,"Itron, Inc.",Electronic Technology
ITRN,Ituran Location & Control Ltd.,Electronic Technology
ITT,"ITT, Inc.",Producer Manufacturing
ITW,"Illinois Tool Works, Inc.",Producer Manufacturing
IVC,Invacare Corp.,Health Technology
IVR,"Invesco Mortgage Capital, Inc.",Finance
IVZ,Invesco Ltd.,Finance
J,"Jacobs Engineering Group, Inc.",Industrial Services
JACK,"Jack in the Box, Inc.",Consumer Services
JAMF,Jamf Holding Corp.,Technology Services
JAZZ,Jazz Pharmaceuticals Plc,Health Technology
JBGS,JBG SMITH Properties,Finance
JBHT,"J.B. Hunt Transport Services, Inc.",Transportation
JBL,"Jabil, Inc.",Electronic Technology
JBLU,JetBlue Airways Corp.,Transportation
JBSS,"John B. Sanfilippo & Son, Inc.",Consumer Non-Durables
JBT,John Bean Technologies Corp.,Producer Manufacturing
JCAP,"Jernigan Capital, Inc.",Finance
JCI,Johnson Controls International Plc,Producer Manufacturing
JCOM,"J2 Global, Inc.",Technology Services
JEF,"Jefferies Financial Group, Inc.",Finance
JELD,"JELD-WEN Holding, Inc.",Non-Energy Minerals
JHG,Janus Henderson Group Plc,Finance
JIH,"Juniper Industrial Holdings, Inc.",Finance
JJSF,J&J Snack Foods Corp.,Consumer Non-Durables
JKHY,"Jack Henry & Associates, Inc.",Technology Services
JLL,"Jones Lang LaSalle, Inc.",Finance
JNCE,"Jounce Therapeutics, Inc.",Health Technology
JNJ,Johnson & Johnson,Health Technology
JNPR,"Juniper Networks, Inc.",Technology Services
JOE,The St. Joe Co.,Finance
JOUT,"Johnson Outdoors, Inc.",Consumer Durables
JPM,JPMorgan Chase & Co.,Finance
JRVR,James River Group Holdings Ltd.,Finance
JW.A,"John Wiley & Sons, Inc.",Consumer Services
JWN,"Nordstrom, Inc.",Retail Trade
JWS,Jaws Acquisition Corp.,Finance
JYNT,The Joint Corp. (United States),Health Services
K,Kellogg Co.,Consumer Non-Durables
KAI,"Kadant, Inc.",Producer Manufacturing
KALA,"Kala Pharmaceuticals, Inc.",Health Technology
KALU,Kaiser Aluminum Corp.,Non-Energy Minerals
KALV,"KalVista Pharmaceuticals, Inc.",Health Technology
KAMN,Kaman Corp.,Electronic Technology
KAR,"KAR Auction Services, Inc.",Commercial Services
KBAL,"Kimball International, Inc.",Consumer Durables
KBH,KB Home,Consumer Durables
KBR,"KBR, Inc.",Technology Services
KCAC,Kensington Capital Acquisition Corp.,Finance
KDMN,"Kadmon Holdings, Inc.",Health Technology
KDP,"Keurig Dr Pepper, Inc.",Consumer Non-Durables
KE,"Kimball Electronics, Inc.",Commercial Services
KELYA,"Kelly Services, Inc.",Commercial Services
KELYB,"Kelly Services, Inc.",Commercial Services
KEX,Kirby Corp.,Transportation
KEY,KeyCorp,Finance
KEYS,"Keysight Technologies, Inc.",Electronic Technology
KFRC,"Kforce, Inc.",Commercial Services
KFY,Korn Ferry,Commercial Services
KGC,Kinross Gold Corp.,Non-Energy Minerals
KHC,The Kraft Heinz Co.,Consumer Non-Durables
KIDS,OrthoPediatrics Corp.,Health Technology
KIM,Kimco Realty Corp.,Finance
KKR,"KKR & Co., Inc.",Finance
KL,Kirkland Lake Gold Ltd.,Non-Energy Minerals
KLAC,KLA Corp.,Electronic Technology
KLDO,"Kaleido Biosciences, Inc.",Health Technology
KLIC,"Kulicke & Soffa Industries, Inc.",Electronic Technology
KLR,"Kaleyra, Inc.",Communications
KMB,Kimberly-Clark Corp.,Consumer Non-Durables
KMDA,Kamada Ltd.,Health Technology
KMI,"Kinder Morgan, Inc.",Industrial Services
KMPR,Kemper Corp.,Finance
KMT,"Kennametal, Inc.",Producer Manufacturing
KMX,"CarMax, Inc.",Retail Trade
KN,Knowles Corp.,Electronic Technology
KNDI,"Kandi Technologies Group, Inc.",Consumer Durables
KNL,"Knoll, Inc.",Producer Manufacturing
KNOP,KNOT Offshore Partners LP,Transportation
KNSA,Kiniksa Pharmaceuticals Ltd.,Health Technology
KNSL,"Kinsale Capital Group, Inc.",Finance
KNX,"Knight-Swift Transportation Holdings, Inc.",Transportation
KO,The Coca-Cola Co.,Consumer Non-Durables
KOD,"Kodiak Sciences, Inc.",Health Technology
KODK,Eastman Kodak Co.,Electronic Technology
KOP,"Koppers Holdings, Inc.",Process Industries
KOR,"Corvus Gold, Inc.",Non-Energy Minerals
KOS,Kosmos Energy Ltd.,Energy Minerals
KPTI,"Karyopharm Therapeutics, Inc.",Health Technology
KR,The Kroger Co.,Retail Trade
KRA,Kraton Corp.,Process Industries
KRC,Kilroy Realty Corp.,Finance
KREF,"KKR Real Estate Finance Trust, Inc.",Finance
KRG,Kite Realty Group Trust,Finance
KRMD,"Repro-Med Systems, Inc.",Health Technology
KRNT,Kornit Digital Ltd.,Producer Manufacturing
KRNY,Kearny Financial Corp.,Finance
KRO,"Kronos Worldwide, Inc.",Process Industries
KROS,"Keros Therapeutics, Inc.",Health Technology
KRP,Kimbell Royalty Partners LP,Miscellaneous
KRTX,"Karuna Therapeutics, Inc.",Health Technology
KRYS,"Krystal Biotech, Inc.",Health Technology
KSS,Kohl's Corp.,Retail Trade
KSU,Kansas City Southern,Transportation
KTB,"Kontoor Brands, Inc.",Consumer Non-Durables
KTOS,"Kratos Defense & Security Solutions, Inc.",Electronic Technology
KURA,"Kura Oncology, Inc.",Health Technology
KW,"Kennedy-Wilson Holdings, Inc.",Finance
KWR,Quaker Chemical Corp.,Process Industries
KYMR,"Kymera Therapeutics, Inc.",Health Technology
KZR,"Kezar Life Sciences, Inc.",Health Technology
L,Loews Corp.,Finance
LAC,Lithium Americas Corp.,Process Industries
LAD,"Lithia Motors, Inc.",Retail Trade
LADR,Ladder Capital Corp.,Finance
LAMR,Lamar Advertising Co.,Finance
LANC,Lancaster Colony Corp.,Consumer Non-Durables
LAND,Gladstone Land Corp.,Finance
LASR,"nLIGHT, Inc.",Electronic Technology
LAUR,"Laureate Education, Inc.",Commercial Services
LAWS,"Lawson Products, Inc.",Distribution Services
LAZ,Lazard Ltd.,Finance
LB,"L Brands, Inc.",Retail Trade
LBAI,"Lakeland Bancorp, Inc.",Finance
LBC,Luther Burbank Corp.,Finance
LBRDA,Liberty Broadband Corp.,Consumer Services
LBRDK,Liberty Broadband Corp.,Consumer Services
LBRT,"Liberty Oilfield Services, Inc.",Industrial Services
LBTYA,Liberty Global Plc,Consumer Services
LBTYB,Liberty Global Plc,Consumer Services
LBTYK,Liberty Global Plc,Consumer Services
LC,LendingClub Corp.,Finance
LCA,"Landcadia Holdings II, Inc.",Finance
LCI,"Lannett Co., Inc.",Health Technology
LCII,LCI Industries,Producer Manufacturing
LCUT,"Lifetime Brands, Inc.",Consumer Durables
LDL,"Lydall, Inc.",Process Industries
LDOS,"Leidos Holdings, Inc.",Technology Services
LE,"Lands' End, Inc.",Retail Trade
LEA,Lear Corp.,Producer Manufacturing
LECO,"Lincoln Electric Holdings, Inc.",Producer Manufacturing
LEG,"Leggett & Platt, Inc.",Consumer Durables
LEGH,Legacy Housing Corp.,Consumer Durables
LEN,Lennar Corp.,Consumer Durables
LEN.B,Lennar Corp.,Consumer Durables
LEVI,Levi Strauss & Co.,Consumer Non-Durables
LFUS,"Littelfuse, Inc.",Producer Manufacturing
LGF.A,Lions Gate Entertainment Corp.,Consumer Services
LGF.B,Lions Gate Entertainment Corp.,Consumer Services
LGIH,"LGI Homes, Inc.",Consumer Durables
LGND,"Ligand Pharmaceuticals, Inc.",Health Technology
LH,Laboratory Corp. of America Holdings,Health Services
LHCG,"LHC Group, Inc.",Health Services
LHX,"L3Harris Technologies, Inc.",Electronic Technology
LII,"Lennox International, Inc.",Producer Manufacturing
LILA,Liberty Latin America Ltd.,Consumer Services
LILAK,Liberty Latin America Ltd.,Consumer Services
