LAND,Gladstone Land Corp.,Finance,"Gladstone Land Corp. is an agricultural real estate investment trust, which engages in the business of owning and leasing farmland. It also includes farm-related facilities, such as cooling facilities, packinghouses, processing facilities, and various storage facilities. The company was founded by David Gladstone on June 14, 1997 and is headquartered in McLean, VA."
LASR,"nLIGHT, Inc.",Electronic Technology,"nLIGHT, Inc. develops and manufactures semiconductor and fiber lasers components. Its products include semiconductor lasers, fiber lasers and optical fibers. It operates through the following segments: Laser Products segment and Advanced Development segment. The Segment Laser Products includes products such as fiber lasers, diodes, complete laser systems and components. The Segment Advanced Development includes the operating results of Nutronics since the date of acquisition. The company was founded by Scott H. Keeney, Mark DeVito and Jason Farmer in 2000 and is headquartered in Vancouver, WA."
LAUR,"Laureate Education, Inc.",Commercial Services,"Laureate Education, Inc. engages in the provision of higher educational services to undergraduate and graduate degree programs. It operates through the following segments: Brazil, Mexico, Rest of the World, Andean, and Online & Partnerships. The Brazil, Mexico, and Rest of the World segments include public and private higher education institutions. The Andean segment includes institutions in Chile and Peru. The Online & Partnerships segment consists of online institutions that offer profession-oriented degree programs through Walden University, University of Liverpool, and University of Roehampton. The company was founded by Douglas L. Becker in 1989 and is headquartered in Baltimore, MD."
LAWS,"Lawson Products, Inc.",Distribution Services,"Lawson Products, Inc. engages in distribution of maintenance and repair products to the industrial, commercial, institutional and government market. It operates through Lawson and Bolt segments. The Lawson segment focuses in the large network of sales representatives to visit the customer at the customers' location and produce sales orders for product that is then shipped to the customer, and also provides vendor managed inventory (VMI) services. The Bolt segment sells product to customers when the customers visit one of Bolt's 14 branch locations and the product is delivered to the customers at the point of sale. The company was founded by Sidney L. Port in 1952 and is headquartered in Chicago, IL."
LAZ,Lazard Ltd.,Finance,"Lazard Ltd. is a financial advisory and asset management firm, which engages in the provision of crafting solutions to the clients, including corporations, governments, institutions, partnerships, and individuals. It operates through the Financial Advisory and Asset Management segments. The Financial Advisory segment offers corporate, partnership, institutional, government, sovereign, and individual clients, an array of financial advisory services regarding mergers and acquisitions, restructurings, capital structure, capital raising, and corporate preparedness. The Asset Management segment provides global investment solutions and investment management services. The company was founded by Alexandre Lazard, Lazare Lazard, and Simon Lazard in 1848 and is headquartered in New York, NY."
LB,"L Brands, Inc.",Retail Trade,"L Brands, Inc. engages in the retail of women’s intimate and other apparel, personal care, beauty, and home fragrance products. It operates through the following segments: Victoria’s Secret, Bath & Body Works, and Victoria's Secret and Bath & Body Works International. The Victoria’s Secret segment sells women’s intimate and other apparel, personal care, and beauty products under the Victoria’s Secret and PINK brand names. The Bath & Body Works segment offers body care, home fragrance products, soaps, and sanitizers under the Bath & Body Works, White Barn, C.O. Bigelow, and other brand names. The Victoria's Secret and Bath & Body Works International segment includes the Victoria's Secret and Bath & Body Works stores located outside of the U.S. and Canada, as well as the online business in Greater China. The company was founded by Leslie Herbert Wexner in 1963 and is headquartered in Columbus, OH."
LBAI,"Lakeland Bancorp, Inc.",Finance,"Lakeland Bancorp, Inc. is a bank holding company, which provision of lending, depository and related financial services. It also offers a broad range of consumer banking services, including checking accounts, savings accounts, interest-bearing checking accounts, money market accounts, certificates of deposit, internet banking, secured and unsecured loans, consumer installment loans, mortgage loans, and safe deposit services. Its loan portfolio comprises of commercial, secured by real estate; commercial, industrial, and other; equipment finance; real estate residential mortgage; real estate construction; and home equity and consumer. The company was founded in March 1989 and is headquartered in Oak Ridge, NJ."
LBC,Luther Burbank Corp.,Finance,"Luther Burbank Corp. operates as a bank holding company. The firm operates through its subsidiary, Luther Burbank Savings. It accepts deposits from general public and invests those funds in real estate loans, including permanent mortgage and construction loan. The company was founded on May 14, 1991 and is headquartered in Santa Rosa, CA."
LBRDA,Liberty Broadband Corp.,Consumer Services,"Liberty Broadband Corp. operates as a holding company, which engages in the cable, broadband and mobile location technology businesses. It operates through its subsidiaries, Charter Communications, Inc and TruePosition, Inc. The company was founded on March 28, 1991 and is headquartered in Englewood, CO."
LBRDK,Liberty Broadband Corp.,Consumer Services,"Liberty Broadband Corp. operates as a holding company, which engages in the cable, broadband and mobile location technology businesses. It operates through its subsidiaries, Charter Communications, Inc and TruePosition, Inc. The company was founded on March 28, 1991 and is headquartered in Englewood, CO."
LBRT,"Liberty Oilfield Services, Inc.",Industrial Services,"Liberty Oilfield Services, Inc. engages in the provision of hydraulic fracturing services to onshore oil and natural gas exploration and production companies in North America. Its hydraulic fracturing fleets consist of mobile hydraulic fracturing units and other auxiliary heavy equipment to perform fracturing services. The company was founded on December 21, 2016 and is headquartered in Denver, CO."
LBTYA,Liberty Global Plc,Consumer Services,"Liberty Global Plc is an international television and broadband company, which engages in the provision of broadband communications services. It operates through the following geographical segments: U.K. and Ireland; Belgium; Switzerland; Central and Eastern Europe; and Central and Corporate. Its products include broadband, WiFi, connectivity products, TV platforms, and TV content. The company was founded in 2004 and is headquartered in London, the United Kingdom."
LBTYB,Liberty Global Plc,Consumer Services,"Liberty Global Plc is an international television and broadband company, which engages in the provision of broadband communications services. It operates through the following geographical segments: U.K. and Ireland; Belgium; Switzerland; Central and Eastern Europe; and Central and Corporate. Its products include broadband, WiFi, connectivity products, TV platforms, and TV content. The company was founded in 2004 and is headquartered in London, the United Kingdom."
LBTYK,Liberty Global Plc,Consumer Services,"Liberty Global Plc is an international television and broadband company, which engages in the provision of broadband communications services. It operates through the following geographical segments: U.K. and Ireland; Belgium; Switzerland; Central and Eastern Europe; and Central and Corporate. Its products include broadband, WiFi, connectivity products, TV platforms, and TV content. The company was founded in 2004 and is headquartered in London, the United Kingdom."
LC,LendingClub Corp.,Finance,"LendingClub Corp. engages in the operation of an online credit marketplace for borrowers and investors. It offers personal, business, auto refinance, K-12 education loans and patient solutions. The company was founded by Renaud Laplanche and Soulaiman Htite on October 2, 2006 and is headquartered in San Francisco, CA."
LCA,"Landcadia Holdings II, Inc.",Finance,"Landcadia Holdings II, Inc. operates as a blank check company. It intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company was founded on August 11, 2015 and is headquartered in Houston, TX."
LCI,"Lannett Co., Inc.",Health Technology,"Lannett Co., Inc. engages in the development, manufacture, marketing, and distribution of generic pharmaceutical products. It offers products in different forms including capsules, tablets, liquids, powders, and sprays. The company was founded in 1942 and is headquartered in Philadelphia, PA."
LCII,LCI Industries,Producer Manufacturing,"LCI Industries engages in the manufacture, supply, and distribution of components for the original equipment manufacturers (OEM) of recreational vehicles and manufactured homes. It operates through the OEM and Aftermarket segments. The OEM segment offers components for buses; trailers used to haul boats, livestock, equipment and other cargo; trucks; pontoon boats; trains; manufactured homes; and modular housing. The Aftermarket segment includes trainings, product delivery, marketing, and technical support to customers; and sale of replacement glass and awnings to fulfill insurance claims. The company was founded on March 20, 1984 and is headquartered in Elkhart, IN."
LCUT,"Lifetime Brands, Inc.",Consumer Durables,"Lifetime Brands, Inc. provides kitchenware and tableware products. It operates through the following segments: U.S. and International. The U.S. segment includes the domestic operations of the Company’s business that design, market and distribute its products to retailers, distributors and directly to consumers through retail websites. The International segment includes business operations conducted outside the United States. The company was founded in 1945 and is headquartered in Garden City, NY."
LDL,"Lydall, Inc.",Process Industries,"Lydall, Inc. engages in the design and manufacture of specialty engineered filtration media, industrial thermal insulating solutions, automotive thermal and acoustical barriers for filtration, separation, thermal, and acoustical applications. It operates through the following segments: Performance Materials; Technical Nonwovens; and Thermal and Acoustical Solutions. The Performance Materials segment includes filtration media solutions primarily for air, fluid power, and industrial applications; thermal insulation solutions for building products, appliances, and energy and industrial markets; and air and liquid life science applications. The Technical Nonwovens segment produces needle punch nonwoven solutions for myriad industries and applications. The Thermal and Acoustical Solutions offers engineered products tailored for the transportation sector. The company was founded in 1869 and is headquartered in Manchester, CT."
LDOS,"Leidos Holdings, Inc.",Technology Services,"Leidos Holdings, Inc. is a holding company, which engages in the provision of scientific, engineering and information technology services and solutions in the areas of defense, intelligence, civil and health markets. It operates through the following three segments: Defense Solutions, Civil, and Health. The Defense Solutions segment focuses on deploying agile, cost-effective solutions to meet the ever-changing missions of the company's customers in areas of intelligence surveillance and reconnaissance, enterprise IT and integrated systems and cybersecurity and global services. The Civil segment focuses on seamlessly integrating and protecting physical, digital and data domains. The Health segment offers solutions to federal and commercial customers that are responsible for the health and wellbeing of people worldwide including service members and veterans. The company was founded by John Robert Beyster on February 3, 1969 and is headquartered in Reston, VA."
LE,"Lands' End, Inc.",Retail Trade,"Lands' End, Inc. is a multi-channel retailer of casual clothing, accessories and footwear, as well as home products. It operates through the following segments: US eCommerce, Outfitters, Europe eCommerce, Japan eCommerce and Retail. The company was founded by Gary C. Comer in 1963 and is headquartered in Dodgeville, WI."
LEA,Lear Corp.,Producer Manufacturing,"Lear Corp. engages in the design, manufacture and supply of automotive seat, electrical distribution systems and electronic modules, as well as related sub-systems, components, and software. It operates through the following segments: Seating and E-Systems. The Seating segment consists of the design, engineering, just-in-time assembly and delivery of complete seat systems, as well as the manufacture of all major seat components, including seat covers and surface materials such as leather and fabric, seat structures and mechanisms, seat foam and headrests. The E-System segment consists of the design, development, engineering and manufacture of electrical distribution systems, as well as electronic control modules, electrification products, connectivity products and software solutions for the cloud, vehicles and mobile devices. The company was founded in 1917 and is headquartered in Southfield, MI."
LECO,"Lincoln Electric Holdings, Inc.",Producer Manufacturing,"Lincoln Electric Holdings, Inc. engages in the manufacture of arc welding equipment, consumable welding products and other welding and cutting products. Its welding products include arc welding power sources, wire feeding systems, robotic welding packages, fume extraction equipment, consumable electrodes and fluxes. The firm offers CNC plasma and oxy-fuel cutting systems, regulators and torches used in oxy-fuel welding, cutting and brazing. It operates through the following segments: Americas Welding, International Welding and The Harris Products Group. The Americas Welding segment includes welding operations in North and South America. The International Welding segment primarily includes welding operations in Europe, Africa, Asia, and Australia. The Harris Products Group includes the company's global cutting, soldering and brazing businesses as well as the retail business in the United States. The company was founded on 1895 and is headquartered in Cleveland, OH."
LEG,"Leggett & Platt, Inc.",Consumer Durables,"Leggett & Platt, Inc. engages in the manufacture and distribution of furniture and engineered components; and products among homes, offices, automobiles, and commercial aircraft. It operates through the following segments: Bedding, Flooring & Textile, and Specialized Products. The Bedding Products segment supplies of products and components for the home, including mattress springs and specialty foam, as well as adjustable beds, bedding machinery, steel rod, and drawn wire. The Flooring & Textile Products segment is a producer of an extensive line of components and engineered systems for office, residential, and contract furniture manufacturers. The Specialized Products segment supplies titanium, nickel, and stainless steel tubing for the aerospace industry, and serve the construction market with hydraulic cylinders group. The company was founded J. P. Productsand C. B. Platt in 1883 and is headquartered in Carthage, MO."
LEGH,Legacy Housing Corp.,Consumer Durables,"Legacy Housing Corp. engages in the selling, building, and financing manufactured homes and tiny houses that are distributed through a network of independent retailers and company-owned stores and are sold directly to manufactured home communities. Its products include tiny homes, singlewide, doublewide, the ultimate home, oilfield/workforce, and park housing. The company was founded by Curtis Drew Hodgson and Kenny E. Shipley in May 2005 and is headquartered in Dallas, TX."
LEN,Lennar Corp.,Consumer Durables,"Lennar Corp. is a homebuilder company, which engages in the provision of real estate related financial and investment management services. It operates through the following segments: Homebuilding East, Homebuilding Central, Homebuilding Texas, Homebuilding West, Financial Services, Multifamily, and Lennar Other. The Financial Services segment focuses on the mortgage financing, title insurance and closing services for both buyers of homes and others. The Multifamily develops, constructs and manages property of multifamily rental. The Lennar Other segment involves in raising, investing, and managing third-party capital, originating, and selling into securitizations commercial mortgage loans. The company was founded by Gene Fisher and Arnold Paul Rosen in 1954 and is headquartered in Miami, FL."
LEN.B,Lennar Corp.,Consumer Durables,"Lennar Corp. is a homebuilder company, which engages in the provision of real estate related financial and investment management services. It operates through the following segments: Homebuilding East, Homebuilding Central, Homebuilding Texas, Homebuilding West, Financial Services, Multifamily, and Lennar Other. The Financial Services segment focuses on the mortgage financing, title insurance and closing services for both buyers of homes and others. The Multifamily develops, constructs and manages property of multifamily rental. The Lennar Other segment involves in raising, investing, and managing third-party capital, originating, and selling into securitizations commercial mortgage loans. The company was founded by Gene Fisher and Arnold Paul Rosen in 1954 and is headquartered in Miami, FL."
LEVI,Levi Strauss & Co.,Consumer Non-Durables,"Levi Strauss & Co. engages in the design, marketing, and sale of apparel products. The company offers jeans, casual and dress pants, tops, shorts, skirts, jackets, footwear, and related accessories. It operates through the following geographical segments: Americas, Europe, and Asia. The company was founded by Levi Strauss in 1853 and is headquartered in San Francisco, CA."
LFUS,"Littelfuse, Inc.",Producer Manufacturing,"Littelfuse, Inc. engages in supplying of circuit protection products for the electronics, automotive and electrical industries. The company offers electromechanical and electronic switch and control devices for commercial and specialty vehicles and sensors for automobile safety systems. It operates through the following segments: Electronics, Automotive, and Industrial. The Electronics segment includes the broadest and deepest portfolio of overvoltage and overcurrent solutions. The Automotive segment maintains a direct sales force to service all the major automotive OEMs and system suppliers domestically. The Industrial segment consists of power fuses and holders, protection relays and controls and other circuit protection products for use in various industrial applications such as oil, gas, mining, alternative energy, electric vehicle infrastructure, non-residential construction, HVAC systems, elevators and other industrial equipment. The company was founded by Edward V. Sundt in 1927 and is headquartered in Chicago, IL."
LGF.A,Lions Gate Entertainment Corp.,Consumer Services,"Lions Gate Entertainment Corp. engages in motion picture production and distribution, television programming and syndication, home entertainment, family entertainment, digital distribution, new channel platforms and international distribution and sales. It operates through the following business segments: Motion Pictures, Media Networks and Television Production. The Motion Pictures segment consists of the development and production of feature films, acquisition of North American and worldwide distribution rights, North American theatrical, home entertainment and television distribution of feature films produced and acquired, and worldwide licensing of distribution rights to feature films produced and acquired. The Television Production segment involves in the development, production and worldwide distribution of television productions, including television series, television movies and mini-series and non-fiction programming. The Media Networks segment consists of starz networks, which includes the licensing of premium subscription video programming to U.S. multichannel video programming distributors; streaming services, which represents the Lionsgate legacy start-up direct to consumer streaming services on its subscription video-on-demand; and content & other, which includes the licensing of the Media Networks' original series programming to digital media platforms, international television networks, home entertainment and other ancillary markets. The company was founded by Frank Guistra in 1987 and is headquartered in Santa Monica, CA."
LGF.B,Lions Gate Entertainment Corp.,Consumer Services,"Lions Gate Entertainment Corp. engages in motion picture production and distribution, television programming and syndication, home entertainment, family entertainment, digital distribution, new channel platforms and international distribution and sales. It operates through the following business segments: Motion Pictures, Media Networks and Television Production. The Motion Pictures segment consists of the development and production of feature films, acquisition of North American and worldwide distribution rights, North American theatrical, home entertainment and television distribution of feature films produced and acquired, and worldwide licensing of distribution rights to feature films produced and acquired. The Television Production segment involves in the development, production and worldwide distribution of television productions, including television series, television movies and mini-series and non-fiction programming. The Media Networks segment consists of starz networks, which includes the licensing of premium subscription video programming to U.S. multichannel video programming distributors; streaming services, which represents the Lionsgate legacy start-up direct to consumer streaming services on its subscription video-on-demand; and content & other, which includes the licensing of the Media Networks' original series programming to digital media platforms, international television networks, home entertainment and other ancillary markets. The company was founded by Frank Guistra in 1987 and is headquartered in Santa Monica, CA."
LGIH,"LGI Homes, Inc.",Consumer Durables,"LGI Homes, Inc. engages in the design, construction, marketing, and sale of new homes. It also deals with the residential land development business. It operates through the following segments: Central, West, Southeast, Florida, and Northwest. The company was founded by Eric Thomas Lipar in 2003 and is headquartered in The Woodlands, TX."
LGND,"Ligand Pharmaceuticals, Inc.",Health Technology,"Ligand Pharmaceuticals, Inc. is a biopharmaceutical company, which engages in the development and acquisition of technologies that help pharmaceutical companies to discover and develop medicines. Its products include evomela, IV voriconazole, duavee, viviant/conbriza, nexterone, and noxafil-IV. The company was founded by Ronald M. Evans in 1987 and is headquartered in San Diego, CA."
LH,Laboratory Corp. of America Holdings,Health Services,"Laboratory Corp. of America Holdings is a clinical laboratory company. The firm engages in the provision of clinical laboratory and end-to-end drug development services. It operates through the following segments: LabCorp Diagnostics and Covance Drug Development. The LabCorp Diagnostics segment includes core testing as well as genomic and esoteric testing. The Covance Drug Development segment provides drug development solutions to companies in the pharmaceutical and biotechnology industries. The company was founded in 1971 and is headquartered in Burlington, NC."
LHCG,"LHC Group, Inc.",Health Services,"LHC Group, Inc. provides post-acute health care services to patients through its home nursing agencies, hospices and long-term acute care hospitals. The company operates through the following business segments: Home Health Services, Hospice Services, Home & Community-Based Services, Facility-Based Services and Healthcare Innovations. The Home Health segment offers a wide range of services, including skilled nursing, private duty nursing, physical, occupational and speech therapy, medically-oriented social services and hospice care. The Hospice Services segment offer a wide range of services, including pain and symptom management, emotional and spiritual support, inpatient and respite care, homemaker services, and counseling. The Home & Community-Based Services segment are performed by paraprofessional personnel, and include assistance to the elderly, chronically ill, and disabled patients with activities of daily living. The Facility Based Services segment includes long-term acute care hospitals treats patients with severe medical conditions who require a high-level of care and frequent monitoring by physicians and other clinical personnel by operating an institutional pharmacy, which focuses on providing a full array of services to long term acute care hospitals. The Healthcare Innovations segment reports on developmental activities outside its other business segments, which provides primary medical care for patients with chronic and acute illnesses who have difficulty traveling to a doctor's office. LHC Group was founded by Keith G. Myers in September 1994 and is headquartered in Lafayette, LA."
LHX,"L3Harris Technologies, Inc.",Electronic Technology,"L3Harris Technologies, Inc. is an agile global aerospace and defense technology innovator, which engages in the provision of defense and commercial technologies across air, land, sea, space and cyber domains. It operates through the following segments: Integrated Mission Systems; Space and Airborne Systems; Communication Systems; and Aviation Systems. The Integrated Mission Systems segment include intelligence, surveillance, and reconnaissance; advanced electro optical and infrared; and maritime power and navigation. The Space and Airborne Systems segment comprises space payloads, sensors and full-mission solutions; classified intelligence and cyber defense; avionics; and electronic warfare. The Communication Systems segment consists tactical communications; broadband communications; L3's night vision; and public safety. The Aviation Systems segment compose defense aviation products; security, detection and other commercial aviation products; air traffic management; and commercial and military pilot training. The company was founded in 2019 and is headquartered in Melbourne, FL."
LII,"Lennox International, Inc.",Producer Manufacturing,"Lennox International, Inc. engages in the design, manufacture, and marketing of products for heating, ventilation, air conditioning, and refrigeration. It operates through the following business segments: Residential Heating & Cooling, Commercial Heating & Cooling, and Refrigeration. The Residential Heating & Cooling segment manufactures and markets furnaces, air conditioners, heat pumps, packaged heating and cooling systems, equipment, and accessories. The Commercial Heating & Cooling segment sells unitary heating and cooling equipment used in light commercial applications. The Refrigeration segment includes retails equipment for commercial refrigeration market including condensing unit, unit coolers, fluid, coolers, air cooled condensers, supermarket display cases, and systems. The company was founded by Dave Lennox in 1895 and is headquartered in Richardson, TX."
LILA,Liberty Latin America Ltd.,Consumer Services,"Liberty Latin America Ltd. is a holding company, which engages in the provision of fixed, mobile and subsea telecommunications services. It operates through the following segments: Cable and Wireless Communications Limited (C&W), VTR/Cabletica, and Liberty Puerto Rico, and Corporate and Other. The C&W segment offers cloud based integrated communication services, connectivity, and wholesale solutions to carriers and businesses via sub-sea and terrestrial fiber optic cable networks. The VTR/Cabletica segment includes mobile telephony and data services and relies on the radio access network of a third-party wireless network provider to carry its mobile communications traffic. The Liberty Puerto Rico segment provides lifeline programs and fixed-line video services. The company was founded on July 11, 2017 and is headquartered in Denver, CO."
LILAK,Liberty Latin America Ltd.,Consumer Services,"Liberty Latin America Ltd. is a holding company, which engages in the provision of fixed, mobile and subsea telecommunications services. It operates through the following segments: Cable and Wireless Communications Limited (C&W), VTR/Cabletica, and Liberty Puerto Rico, and Corporate and Other. The C&W segment offers cloud based integrated communication services, connectivity, and wholesale solutions to carriers and businesses via sub-sea and terrestrial fiber optic cable networks. The VTR/Cabletica segment includes mobile telephony and data services and relies on the radio access network of a third-party wireless network provider to carry its mobile communications traffic. The Liberty Puerto Rico segment provides lifeline programs and fixed-line video services. The company was founded on July 11, 2017 and is headquartered in Denver, CO."
LIN,Linde Plc,Process Industries,"Linde Plc engages in the production and distribution of industrial gases. It operates through the following segments: Americas; Europe, Middle East, and Africa (EMEA); Asia and South Pacific (APAC); and Engineering. The America segment include operation of production facilities in the U.S., Canada, Mexico, and Brazil. The EMEA segment comprises production facilities primarily in Italy, Spain, Germany, the Benelux region, the United Kingdom, Scandinavia, and Russia. The APAC segment consists production facilities located primarily in China, Korea, India and Thailand. The Engineering segment focuses in the design and manufacture of equipment for air separation and other industrial gas applications. The company was founded on April 18, 2017 and is headquartered in Guildford, the United Kingdom."
LIND,"Lindblad Expeditions Holdings, Inc.",Consumer Services,"Lindblad Expeditions Holdings, Inc. engages in the provision of expedition cruising and travel services. It operates through the Lindblad and Natural Habitat segments. The Lindblad segment primarily includes sea-based expeditions. The Natural Habitat segment offers land-based, eco-conscious expeditions. The company was founded by Sven-Olof Lindblad on August 9, 2010 and is headquartered in New York, NY."
LITE,"Lumentum Holdings, Inc.",Producer Manufacturing,"Lumentum Holdings, Inc. engages in the provision of optical and photonic products. It operates through the Optical Communications (OpComms) and Commercial Lasers segments. The OpComms segment includes a range of components, modules, and subsystems to support customers including carrier networks of access (local), metro (intracity), long-haul (city-to-city and worldwide), and submarine (undersea) applications. The Commercial Lasers segment focuses in serving customers in markets and applications such as sheet metal processing, general manufacturing, biotechnology, graphics and imaging, remote sensing, and precision machining such as drilling in printed circuit boards, wafer singulation, glass cutting, and solar cell scribing. The company was founded on February 10, 2015 and is headquartered in Milpitas, CA."
LIVN,LivaNova Plc,Health Technology,"LivaNova Plc is a global medical technology company, which engages in the development and delivery of important therapeutic solutions for the benefit of patients, healthcare professionals and healthcare systems. It operates through the following segments: Cardiovascular and Neuromodulation. The Cardiovascular segment develops, produces, and sells cardiopulmonary products, heart valves, and advanced circulatory support products. The Neuromodulation segment designs and markets NM-based medical devices for the treatment of epilepsy, depression, and obstructive sleep apnea. The company was founded on February 20, 2015 and is headquartered in London, the United Kingdom."
LKFN,Lakeland Financial Corp. (Indiana),Finance,"Lakeland Financial Corp. is a bank holding company, which engages in the provision of banking products and services. It offers commercial and consumer banking, trust and wealth management, brokerage, and treasury management commercial services. The company was founded on February 8, 1983 and is headquartered in Warsaw, IN."
LKQ,LKQ Corp.,Consumer Durables,"LKQ Corp. engages in providing alternative parts to repair and accessorize automobiles and other vehicles. It operates through the following segments: Wholesale-North America, Europe and Specialty. The Wholesale-North America segment includes Glass and Self Service segments. The company was founded by Donald F. Flynn in February 1998 and is headquartered in Chicago, IL."
LL,"Lumber Liquidators Holdings, Inc.",Retail Trade,"Lumber Liquidators Holdings, Inc. operates as a multi channel specialty retailer of hardwood flooring and hardwood flooring enhancements and accessories in the United States. The firm offers exotic and domestic hardwood species, engineered hardwood, laminate, vinyl plank, bamboo and cork direct to the consumer. It also provides flooring enhancements and accessories, including moldings, noise reducing underlay, adhesives and flooring tools. The company was founded by Thomas David Sullivan in 1993 and is headquartered in Richmond, VA."
LLNW,"Limelight Networks, Inc.",Technology Services,"Limelight Networks, Inc. provides content delivery network services. It products include digital content & video delivery, cloud security, edge computing, origin storage & support services. The company’s solutions include realtime streaming, file distribution, live video & video on demand. Limelight was founded by Michael M. Gordon, Allan M. Kalpan, Nathan F. Raciborski and William H. Rinehart in June, 2001 and is headquartered in Tempe, AZ."
LLY,Eli Lilly & Co.,Health Technology,"Eli Lilly & Co. engages in the discovery, development, manufacture and sale of pharmaceutical products. Its products include Forteo, Adrica, BAQSIMI, Basaglar and Glucagn. The company was founded by Eli Lilly on May 1876 and is headquartered in Indianapolis, IN."
LMAT,"LeMaitre Vascular, Inc.",Health Technology,"LeMaitre Vascular, Inc. engages in the provision of medical devices and human tissue cryopreservation services. The company focuses on the design, marketing, sales, service, and technical support of medical devices and implants for the treatment of peripheral vascular disease. Its products include balloon catheters, carotid shunts, biologic patches, radiopaque marking tape, anastomotic clips, remote endarterectomy devices, laparoscopic cholecystectomy devices, vascular grafts, and powered phlebectomy. The company was founded by George D. LeMaitre on November 28, 1983 and is headquartered in Burlington, MA."
LMND,"Lemonade, Inc.",Finance,"Lemonade, Inc. is an insurance holding company, which engages in the provision of home and renters insurance services. The firm also acts as an insurance agent that offers underwriting and claims services through its subsidiary. It also provides personnel, facilities, and services to each of its subsidiaries. The company was founded by Daniel Asher Schreiber and Shai Wininger on June 17, 2015 and is headquartered in New York, NY."
LMNL,"Liminal BioSciences, Inc.",Health Technology,"Liminal BioSciences, Inc. is a biopharmaceutical corporation. The firm engages in the development of therapeutic products focusing on unmet medical needs in the field of fibrosis, autoimmune disease or inflammation and cancer. It operates through the following segments: Small Molecule Therapeutics and Plasma-derived Therapeutics. The Small Molecule Therapeutics segment focuses on discovering, developing and commercializing novel treatments for patients suffering from diseases related to fibrosis, including conditions of the lung, liver and kidney. The Plasma-derived Therapeutics segment provides efficient extraction and purification of therapeutic proteins from human plasma. The company was founded on October 14, 1994 and is headquartered in Laval, Canada."
LMNR,Limoneira Co.,Process Industries,"Limoneira Co. is an agribusiness and real estate development company, which engages in the innovation of agricultural citrus industry in California. It operates through the following three divisions: Agribusiness, Rental Operations, and Real Estate Development. The Agribusiness division comprised of lemon operations and other agribusiness segments include farming, harvesting, lemon packing, and lemon sales operations. The Rental Operations division focuses on the residential and commercial rentals, leased land operations, and organic recycling. The Real Estate Development division deal in the real estate projects and development. The company was founded by Nathan W. Blanchard and Wallace L. Hardison in 1893 and is headquartered in Santa Paula, CA."
LMNX,Luminex Corp.,Health Technology,"Luminex Corp. develops, manufactures and markets proprietary biological testing technologies and products with applications throughout the life sciences and diagnostics industries. The company was founded by Mark B. Chandler and Van S. Chandler in May 1995 and is headquartered in Austin, TX."
LMPX,"LMP Automotive Holdings, Inc.",Technology Services,"LMP Automotive Holdings, Inc. engages in the provision of an e-commerce and facilities-based retail platform for consumers who desire to buy, sell, rent, subscribe for or finance pre-owned and new automobiles. The company was founded by Samer Tawfik on December 15, 2017 and is headquartered in Plantation, FL."
LMRK,Landmark Infrastructure Partners LP,Finance,"Landmark Infrastructure Partners LP engages in the acquisition, ownership, and management of a portfolio of real property interests and infrastructure assets. It operates through the following business segments: Wireless Communication, Outdoor Advertising, and Renewable Power Generation. The Wireless Communication segment deals with leasing real property interests to companies in the wireless communication industry. The Outdoor Advertising segment consists of leasing real property interests to companies in the outdoor advertising industry. The Power Generation segment includes leasing real property interests to companies in the renewable power industry. The company was founded in 2010 and is headquartered in El Segundo, CA."
LMT,Lockheed Martin Corp.,Electronic Technology,"Lockheed Martin Corp. operates as a global security and aerospace company, which engages in the research, design, development, manufacture, integration, and sustainment of technology systems, products, and services. It operates through the following business segments: Aeronautics, Missiles and Fire Control (MFC), Rotary and Mission Systems (RMS) and Space. The Aeronautics segment researches, designs, develops, manufactures, integrates, sustains, supports, and upgrades advanced military aircraft, including combat and air mobility aircraft, unmanned air vehicles, and related technologies. The MFC segment provides air and missile defence systems; tactical missiles and air-to-ground precision strike weapon systems; logistics; fire control systems; mission operations support, readiness, engineering support and integration services; manned and unmanned ground vehicles; and energy management solutions. The RMS segment offers design, manufacture, service, and support for a variety of military and commercial helicopters; ship and submarine mission and combat systems; mission systems and sensors for rotary and fixed-wing aircraft; sea and land-based missile defence systems; radar systems; the Littoral Combat Ship; simulation and training services; and unmanned systems and technologies. The Space segment comprises of the research and development, design, engineering and production of satellites, strategic, and defensive missile systems and space transportation systems. The company was founded in 1961 and is headquartered in Bethesda, MD."
LNC,Lincoln National Corp.,Finance,"Lincoln National Corp. is a holding company, which operates multiple insurance and retirement businesses through its subsidiary companies. It provides advice and solutions that help empower people to take charge of their financial lives with confidence and optimism. The company operates through the following segments: Annuities, Retirement Plan Services, Life Insurance, Group Protection, and Other Operations. The Annuities segment provides tax-deferred investment growth and lifetime income opportunities for its clients by offering fixed and variable annuities. The Retirement Plan Services segment includes employers with retirement plan products and services, primarily in the defined contribution retirement plan marketplaces. The Life Insurance segment focuses on the creation and protection of wealth for its clients by providing life insurance products, including term insurance, both single and survivorship versions of universal life insurance, variable universal life insurance and indexed universal life insurance products. The Group Protection segment offers group non-medical insurance products, which includes term life, disability, dental, vision and accident and critical illness benefits and services to the employer marketplace through various forms of employee-paid and employer-paid plans. The Other Operations segment includes the financial data for operations. Lincoln National was founded in 1968 and is headquartered in Radnor, PA."
